quality_score,Species,Country of Origin,Farm Name,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Min_Altitude,Max_Altitude
83.17,Arabica,Uganda,kaptanya,Gumutindo,0,Kabum Trading company,1800,Eastern,Kabum Trading Company,84,60,2014,"October 28th, 2014",Kabum Trading company,SL14,Completed,Washed / Wet,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,83,10%,0 full defects,0,Bluish-Green,0 full defects,"October 28th, 2015",1800,1800
83.17,Arabica,Colombia,unkown,unkown,unkown,Green Mountain Coffee,unkown,unkown,unkown,1,0.3645,2014,"August 25th, 2014",Cafe Politico,,Completed,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,83,11%,10 full defects,0,Green,3 full defects,"August 25th, 2015",,
83.17,Arabica,Honduras,El Cerron,Rio Hamaca,13-01-2369,"OLAM HONDURAS, S.A.",1450 MSNN,San marcos Ocotepeque,Nelson Melgar Melgar,275,1,2013,"April 12th, 2014",Mayra Yessenia Torres,Catuai,Completed,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,83,10%,0 full defects,0,Green,5 full defects,"April 12th, 2015",1450,1450
83.17,Arabica,Honduras,Los Hicaques,CIGRAH SPS,13-111-193,CIGRAH,1350,Comayagua,Reynerio Zepeda,275,1,2014/2015,"April 8th, 2014",,Caturra,Completed,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83,11%,0 full defects,0,Green,3 full defects,"April 8th, 2015",1350,1350
83.17,Arabica,Guatemala,NUEVA GRANADA,BENEFICIO NUEVA GRANADA,11-326-10,"AGRICOLA NUEVA GRANADA, S.A.",5000 Pies,SAN MARCOS,"AGRICOLA NUEVA GRANADA, S.A.",200,69,2014,"March 27th, 2014",Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83,9%,0 full defects,0,Green,1 full defects,"March 27th, 2015",5000,5000
83.17,Arabica,United States (Hawaii),,,KS011714,Kona Pacific Farmers Cooperative,,KONA,,6,9.1125,2013,"February 7th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,83,11%,0 full defects,0,Bluish-Green,0 full defects,"February 7th, 2015",,
83.17,Arabica,"Tanzania, United Republic Of",,RAFIKI (COFFEE) LIMITED,4,Taylor Winch (T) Ltd,1800,KILIMANJARO,,300,1,2014,"January 31st, 2014",Balam Hinyula,Bourbon,Completed,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,83,12%,0 full defects,0,Green,1 full defects,"January 31st, 2015",1800,1800
83.17,Arabica,Guatemala,FINCA EL MORITO,BENEFICIO IXCHEL,11/23/0465,"UNEX (GUATEMALA), S.A",4300,ORIENTE,ROBERTO MONTERROSO,250,69,2013,"April 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83,11%,0 full defects,0,Green,2 full defects,"April 26th, 2014",4300,4300
83.17,Arabica,Mexico,SANTA CECILIA,"ANGEL ALBIO CORZO, CHIAPAS",016-2129,CESMACH S.C.,1500,CHIAPAS,MARGARITO ROBLERO VAZQUEZ,45,1,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Completed,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83,11%,0 full defects,0,Green,2 full defects,"March 29th, 2014",1500,1500
83.17,Arabica,Mexico,TLAPACOYA,"EL CHIPOCO, MUNICIPIO DE TLANCHINOL",1702765464,,532,"TLANCHINOL, HIDALGO",AMADOR HERNANDEZ DIONICIO,10,1,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Completed,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83,12%,3 full defects,0,None,8 full defects,"September 27th, 2013",532,532
83.17,Arabica,Mexico,LA LOMA,EL PEDREGAL,1702771046,,1089,SAN BARTOLO TUTOTEPEC,"TREJO VELASCO, ROMAN",10,1,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Pacamara,Completed,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83,14%,0 full defects,0,None,10 full defects,"September 27th, 2013",1089,1089
83.17,Arabica,Colombia,,,3-37-1691,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,275,70,2012,"August 31st, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83,11%,1 full defects,0,Green,2 full defects,"August 31st, 2013",1,1
83.17,Arabica,Mexico,EL MIRADOR,EL MIRADOR,1702766681,,700,SAN ISIDRO,FERNANDO MENDOZA APARICIO,15,1,2012,"July 11th, 2012",FERNANDO MENDOZA APARICIO,Typica,Completed,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83,13%,0 full defects,0,Green,5 full defects,"July 11th, 2013",700,700
83.17,Arabica,Colombia,,Trilladora Bonanza-Armenia,3-68-0140,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250,70,2012,"June 8th, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83,11%,0 full defects,0,Blue-Green,0 full defects,"June 8th, 2013",1750,1750
83.17,Arabica,Mexico,FINCA NUEVA LINDA,AGROINDUSTRIAS UNIDAS DE MEXICO,2222,ECOMTRADING,1380,LA CONCORDIA,OCTAVIO MOGUEL FARRERA,250,1,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83,11%,0 full defects,0,,5 full defects,"June 6th, 2013",1380,1380
83.17,Arabica,Brazil,Campo das Flores,,002/1251/0250,NUCOFFEE,1000m,South of Minas Gerais,Giovane Senna Bonacorssi,50,60,2012,"March 19th, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83,12%,0 full defects,0,Green,1 full defects,"March 19th, 2013",1000,1000
83.17,Arabica,Brazil,São Francisco da Serra,,002/1251/0245,NUCOFFEE,950m,Mogiana,Maria Aparecida Ferreira Azevedo,100,60,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83,11%,0 full defects,0,Green,4 full defects,"February 16th, 2013",950,950
83.17,Arabica,Guatemala,Conquista / Morito,Beneficio Ixchel,11-26-0236,Coffee Resources Inc.,"4,600 ft.",Oriente,Conquista / Morito,250,2,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Completed,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83,0%,0 full defects,0,Green,10 full defects,"January 31st, 2013",,
83.17,Arabica,Brazil,Fazenda do Lobo,,002/1251/0075,NUCOFFEE,1000m,South of Minas Gerais,Andrea Galvão Noqueira,25,60,2011,"December 3rd, 2011",NUCOFFEE,Mundo Novo,Completed,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83,12%,0 full defects,0,Blue-Green,3 full defects,"December 2nd, 2012",1000,1000
83.17,Arabica,Brazil,Olhos D'agua,,,,900m,South of Minas Gerais,Mario Dornelles Alvarenga,90,60,2011,"October 28th, 2011",NUCOFFEE,,Completed,,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83,2%,0 full defects,0,,2 full defects,"October 27th, 2012",900,900
83.17,Arabica,El Salvador,Several,La Majada Cooperative,9-29-1990,,1200 mts,Santa Ana,Several,250,69,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,Completed,,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,83,14%,0 full defects,0,,3 full defects,"August 22nd, 2012",1200,1200
83.17,Arabica,Ethiopia,Tega and Tula Special Coffee Farm,,010/0182/0008,,1850 m,Limu (South Nation Nationalities Peoples State Region),Tega and Tula Special Coffee Farm,300,6,August to December,"June 16th, 2010",Ethiopia Commodity Exchange,,Completed,,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83,1%,0 full defects,0,,0 full defects,"June 16th, 2011",1850,1850
83.08,Arabica,Colombia,,Bogota,3-59-1694,CARCAFE LTDA CI,1799,cundinamarca,Orlando Moreno / Willson Sanchez,275,70,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Completed,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83,0%,0 full defects,1,Green,4 full defects,"February 20th, 2018",1799,1799
83.08,Arabica,Colombia,,BACHUE,3-37-0278,Racafe & Cia S.C.A,,Huila,La Plata,275,70,2016,"January 10th, 2017",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83,0%,1 full defects,2,Green,5 full defects,"January 10th, 2018",,
83.08,Arabica,Brazil,Capoeirinha,Dry mill,002/1660/0049,Ipanema Coffees,905,South of Minas Gerais,Ipanema Agricola,320,60,2015,"April 25th, 2016",Ipanema Coffees,Yellow Bourbon,Completed,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83,11%,0 full defects,2,Bluish-Green,2 full defects,"April 25th, 2017",905,905
83.08,Arabica,Brazil,Rio Verde,Ipanema Comercial e Exportadora SA,002/4177/0164,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,2,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83,0%,0 full defects,0,Green,3 full defects,"October 7th, 2016",1,1
83.08,Arabica,Taiwan,Kan Tou Mountain Coffee ??????,Kan Tou Mountain Coffee ??????,Taiwan,Taiwan Coffee Laboratory,700-800M,"Dongshan Dist., Tainan City ??????",Tseng ju feng / Kuo jun hong ??? / ???,20,60,2015,"May 19th, 2015","Lin, Che-Hao Krude ???",Typica,Completed,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83,0%,0 full defects,0,Green,0 full defects,"May 18th, 2016",700,800
83.08,Arabica,Brazil,,,002/4542/0477,BOURBON SPECIALTY COFFEES,,CHAPADÃO DE FERRO (CERRADO MINEIRO),,300,60,2015,"April 20th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Completed,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83,11%,0 full defects,0,Green,13 full defects,"April 19th, 2016",,
83.08,Arabica,Brazil,Rio Verde,Ipanema Coffees,002/1660/0064,Ipanema Coffees,1200,South Minas Gerais,Ipanema Agrícola SA,300,2,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Completed,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83,0%,0 full defects,0,Green,1 full defects,"October 16th, 2015",1200,1200
83.08,Arabica,Costa Rica,VARIOS,CORICAFE SA,05-0048-0171,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250,1,2014,"July 15th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83,10%,0 full defects,0,Green,3 full defects,"July 15th, 2015",1200,1400
83.08,Arabica,United States (Hawaii),,,KP011714,Kona Pacific Farmers Cooperative,,KONA,,16,9.1125,2013,"February 19th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83,12%,0 full defects,0,Bluish-Green,8 full defects,"February 19th, 2015",,
83.08,Arabica,Taiwan,Alishan Zou zhu yuan ??????,Alishan Zou zhu yuan ??????,,Blossom Valley????,1300 M,Chiayi Alishan ???????,Fang zheng lun ???,50,30,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Completed,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83,11%,0 full defects,0,,0 full defects,"December 26th, 2014",1300,1300
83.08,Arabica,United States (Hawaii),,,K131353,Kona Pacific Farmers Cooperative,,KONA,,6,9.1125,2012,"March 8th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83,10%,0 full defects,0,Bluish-Green,0 full defects,"March 8th, 2014",,
83.08,Arabica,Mexico,santa maria,,1405830166,FINCA LAS NUBES,1400,SANTA CATARINA JUQUILA,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,10,1,2012,"June 6th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Other,Completed,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83,10%,0 full defects,0,,1 full defects,"June 6th, 2013",1400,1400
83.08,Arabica,United States (Hawaii),,,220454,Kona Pacific Farmers Cooperative,,KONA,,7,9.1125,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,83,0%,1 full defects,0,,4 full defects,"April 6th, 2013",,
83.08,Arabica,United States (Hawaii),,,2135403,CQI,,Kona,,6,9.1125,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83,12%,0 full defects,0,Green,0 full defects,"February 22nd, 2013",,
83.08,Arabica,Colombia,,,3-37-2781,,De 1.600 a 1.950 msn,Huila,"Grupo Monserrate, La Plata",275,70,Mayo a Julio,"July 29th, 2011",Racafe & Cia S.C.A,Caturra,Completed,,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,83,1%,0 full defects,0,,0 full defects,"July 28th, 2012",1,1
83.08,Arabica,Colombia,,trilladora Bonanza-Calarca-Quindio,3-68-0129,,1880 msnm,Cauca,,250,70,47/2010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,,Completed,,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83,8%,1 full defects,0,,3 full defects,"February 22nd, 2012",1880,1880
83.08,Arabica,Indonesia,LINTONG NIHUTA,PT. MENACOM,,,1300-1400m,DOLOK SANGGUL,PT. MENACOM,10,60,2010,"November 29th, 2010",Specialty Coffee Association of Indonesia,,Completed,,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,83,0%,0 full defects,0,,0 full defects,"November 29th, 2011",1300,1400
83,Arabica,Brazil,Fazenda Capoeirinha,Dry mill,002/1660/0080,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,60,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,0%,0 full defects,0,Green,4 full defects,"October 20th, 2018",890,890
83,Arabica,Brazil,Fazenda Capoeirnha,Dry Mill,002/1660/0105,Ipanema Coffees,894,South of Minas Gerais,Ipanema Agricola,320,60,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,11%,0 full defects,3,Green,5 full defects,"August 16th, 2017",894,894
83,Arabica,Brazil,Capoerinha Farm,Dry mill,002/1660/0105,Ipanema Coffees,872,South of Minas Gerais,Ipanema Agricola,320,60,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,11%,0 full defects,2,Bluish-Green,3 full defects,"August 16th, 2017",872,872
83,Arabica,Uganda,Isule Farmers Group,Ibero,C201501,UCFA,1473,"Kasese, Mt. Rwenzori",Xavier Baluku,310,60,2015,"July 18th, 2016",UCFA,Bourbon,Completed,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,12%,0 full defects,0,Green,6 full defects,"July 18th, 2017",1473,1473
83,Arabica,Uganda,Ibanda Farmers Group,Ibero,C201502,UCFA,1645,"Kasese, Mt. Rwenzori",Emmanuel Munaaba,325,60,2015,"July 18th, 2016",UCFA,Bourbon,Completed,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,12%,0 full defects,5,Green,8 full defects,"July 18th, 2017",1645,1645
83,Arabica,Colombia,,NEIVA,3-59-1773,CARCAFE LTDA CI,442,HUILA,FRANKLIN DUSSAN / HIPOLITO TORRES,25,70,2016,"February 11th, 2016",CARCAFE LTDA CI,,Completed,,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,11%,0 full defects,0,Green,4 full defects,"February 10th, 2017",442,442
83,Arabica,Vietnam,APOLLO Estate,APOLLO Estate,,"Sunvirtue Co., Ltd.",1550,Vietnam Cau Dat,"Yeh, Li Chuan.",2,2,2014,"December 28th, 2015","Sunvirtue Co., Ltd.",Caturra,Completed,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83,0%,0 full defects,0,Green,0 full defects,"December 27th, 2016",1550,1550
83,Arabica,Guatemala,EL CHILE,LA CONQUISTA,11-973-94,"MERCON GUATEMALA, S.A.",1300 A 1800 METROS SOBRE EL NIVEL DEL MAR,NUEVO ORIENTE,OVIDIO CARDONA,275,69,2015,"July 8th, 2015",Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,11%,0 full defects,0,Green,3 full defects,"July 7th, 2016",1300,1300
83,Arabica,Guatemala,Nueva Granada,Tradicional,11/326/19,"Agricola Nueva Granada, S.A.",4500 Pies,"El Tumbador, San Marcos","Agricola Nueva Granada, S. A.",200,69,2015,"June 5th, 2015",Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,11%,0 full defects,0,Green,2 full defects,"June 4th, 2016",4500,4500
83,Arabica,Guatemala,FINCA MEDINA,BENEFICIO SIEMBRAS VISIÓN (154),11/11711/38,"SIEMBRAS VISIÓN, S.A.",1500MSNM,ANTIGUA,FINCA MEDINA,250,69,2015,"April 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,11%,0 full defects,0,Green,2 full defects,"April 22nd, 2016",1500,1500
83,Arabica,Brazil,Fazenda Santo Antonio,Dry,651,Atlantica Eportacao e Importcao Ltda,900-1100,High Mogiana,João Alves Toledo,305,2,2014,"February 13th, 2015",Irene Alves Santos,Catuai,Completed,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83,0%,0 full defects,0,Green,0 full defects,"February 13th, 2016",900,1100
83,Arabica,Taiwan,???,???,Taiwan??,????,1200,?????,???,10,60,2014,"November 23rd, 2014",CQI Taiwan ICP CQI??????,Typica,Completed,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,83,8%,0 full defects,0,Green,0 full defects,"November 23rd, 2015",1200,1200
83,Arabica,Uganda,Kabeywa county,Kucofa farmers group,0,Star Cafe Ltd,1800,Kapchorwa,Kucofa farmers group,300,60,2013,"June 26th, 2014",Star Cafe Ltd,SL14,Completed,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83,12%,0 full defects,0,Green,0 full defects,"June 26th, 2015",1800,1800
83,Arabica,United States (Puerto Rico),Hacienda Caracolillo,Hacienda Alto Grande,,"Hacienda Alto Grande, LLC.",2800 ft,Yauco Region,Hacienda Alto Grande,17,0.455625,2013,"June 9th, 2014",German Negron,Other,Completed,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83,0%,0 full defects,0,Bluish-Green,0 full defects,"June 9th, 2015",,
83,Arabica,Guatemala,GRUPO MEDINA (PEQUEÑOS PRODUCTORES),BENEFICIO SIEMBRAS VISIÓN (154),11-11711-86 (SV),"SIEMBRAS VISIÓN, S.A.",1500 MSNM,ANTIGUA,GRUPO MEDINA,26,69,2014,"March 7th, 2014",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,10%,1 full defects,0,Green,0 full defects,"March 7th, 2015",1500,1500
83,Arabica,Costa Rica,SEVERAL,SEVERAL,5-0048-0022,CORICAFE S.A.,1100-1300,CENTRAL VALLEY - WEST VALLEY,CORICAFE BLEND,250,1,2013,"February 14th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83,11%,0 full defects,0,Green,3 full defects,"February 14th, 2015",1100,1300
83,Arabica,Brazil,SERTAO FARM,COCARIVE,002/1352/0077,Exportadora de Cafés Carmo de Minas LTDA,1250,SUL DE MINAS,NAZARETH DIAS PEREIRA,250,2,2013/2014,"January 2nd, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,12%,0 full defects,0,Bluish-Green,4 full defects,"January 2nd, 2015",1250,1250
83,Arabica,Colombia,,,3-37-0281,Racafe & Cia S.C.A,1600 - 1950 msnm,Huila,La Plata,120,70,2013,"November 7th, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,11%,1 full defects,0,Green,1 full defects,"November 7th, 2014",1600,1950
83,Arabica,Colombia,,Trilladora Bonanza,3-68-0248,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250,70,2013,"August 2nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83,0%,0 full defects,0,Green,0 full defects,"August 2nd, 2014",1750,1750
83,Arabica,Colombia,,NEIVA,3-59-1150,CARCAFE LTDA CI,1000 msnm,PITALITO,COFFEE COMPANY / CAFECOL,250,70,2013,"March 15th, 2013",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83,11%,0 full defects,0,Green,1 full defects,"March 15th, 2014",1000,1000
83,Arabica,Colombia,,NEIVA,3-59-1327,CARCAFE LTDA CI,1000 MSNM,PITALITO HUILA,ORLANDO ORTOZ / HIPOLITO TORRES,250,70,2013,"April 26th, 2013",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83,0%,0 full defects,0,Green,2 full defects,"April 26th, 2014",1000,1000
83,Arabica,Colombia,,,3-37-0021,C.I.Racafe & Cia S.C.A,DE 1600 a 1950 msnm,HUILA,LA PLATA,275,70,2012,"October 23rd, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,11%,1 full defects,0,Green,2 full defects,"October 23rd, 2013",1600,1600
83,Arabica,Mexico,VEGAS,"COATEPEC, VER",1104362909,,750,COATEPEC,GONZALO RIVERO PUERTO,15,1,2012,"July 26th, 2012",ROSA AURORA FALCON FERNANDEZ,Typica,Completed,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,11%,0 full defects,0,Green,20 full defects,"July 26th, 2013",750,750
83,Arabica,Mexico,FINCA LA ESTANCIA,"ATOYAC DE ALVAREZ, GUERRERO",1302911347,FINCA LA ESTANCIA,1200,ATOYAC DE ALVAREZ,SANTIAGO SOLIS AYERDI,20,1,2012,"July 26th, 2012",SANTIAGO SOLIS AYERDI,Typica,Completed,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,11%,0 full defects,0,Green,7 full defects,"July 26th, 2013",1200,1200
83,Arabica,Mexico,LAS LOMAS,,2222,ECOMTRADING,1200,COATEPEC,FRANCO COLORADO DOMINGUEZ,250,1,2012,"July 11th, 2012",ALFREDO BOJALIL,Bourbon,Completed,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,11%,5 full defects,0,Green,8 full defects,"July 11th, 2013",1200,1200
83,Arabica,Colombia,,Trilladora Bonanza,,Exportadora de Cafe Condor S.A,,,Exportadora Condor,250,70,2012,"May 22nd, 2012",Exportadora de Cafe Condor S.A,Arusha,Completed,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83,0%,1 full defects,0,,4 full defects,"May 22nd, 2013",,
83,Arabica,Colombia,varios,trilladora Bonanza,3-68-0124,Exportadora de Cafe Condor S.A,1500-1750 msnm,huila,varios,250,70,2012,"May 11th, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,0%,0 full defects,0,Green,4 full defects,"May 11th, 2013",1500,1750
83,Arabica,Colombia,,Trilladora Bonanza-Armenia,3-68-0141,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250,70,2012,"June 8th, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83,11%,0 full defects,0,Green,0 full defects,"June 8th, 2013",1750,1750
83,Arabica,Guatemala,LA IGUALDAD,BENEFICIO LA IGUALDAD,11/194/07,"NUEVOS MERCADOS, S.A.",4500,"LA REFORMA, SAN MARCOS","NUEVOS MERCADOS, S.A.",275,1,2012,"April 27th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,10%,0 full defects,0,Green,2 full defects,"April 27th, 2013",4500,4500
83,Arabica,Colombia,,,3-37-0170,C.I.Racafe & Cia S.C.A,1600 - 1950 MSNM,LA PLATA,LA PLATA,121,1,2011,"December 2nd, 2011",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83,12%,0 full defects,0,Bluish-Green,0 full defects,"December 1st, 2012",1600,1950
83,Arabica,Colombia,,Popayán,Mar-37,,1050 - 1850 msnm,Cauca,,300,70,Abril - Julio,"May 12th, 2011",Racafe & Cia S.C.A,,Completed,,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83,8%,0 full defects,0,,1 full defects,"May 11th, 2012",1050,1850
83,Arabica,Colombia,,trilladora bonanza,3-68-0140,,1800 msnm,huila,varios,250,70,4t/2011,"February 1st, 2011",Exportadora de Cafe Condor S.A,,Completed,,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83,6%,0 full defects,0,,2 full defects,"February 1st, 2012",1800,1800
